sku,categories,product_websites
WH05-L-Orange,Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,"luma_gbp,luma_euro"
WH05-L-Purple,Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,"luma_gbp,luma_euro"
WH05-L-White,Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,"luma_gbp,luma_euro"
WH05-XL-Orange,Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,"luma_gbp,luma_euro"
WH05-XL-Purple,Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,"luma_gbp,luma_euro"
WH05-XL-White,Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,"luma_gbp,luma_euro"
WH05,Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,"luma_gbp,luma_euro"
WH06-XS-Purple,Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,"luma_gbp,luma_euro"
WH06-S-Purple,Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,"luma_gbp,luma_euro"
WH06-M-Purple,Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,"luma_gbp,luma_euro"
WH06-L-Purple,Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,"luma_gbp,luma_euro"
WH06-XL-Purple,Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,"luma_gbp,luma_euro"
WH06,Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,"luma_gbp,luma_euro"
WH07-XS-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-XS-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-XS-White,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-S-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-S-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-S-White,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-M-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-M-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-M-White,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-L-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-L-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-L-White,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-XL-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-XL-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07-XL-White,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH07,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH08-XS-Orange,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-XS-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-XS-White,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-S-Orange,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-S-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-S-White,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-M-Orange,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-M-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-M-White,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-L-Orange,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-L-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-L-White,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-XL-Orange,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-XL-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08-XL-White,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH08,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Promotions/Women Sale,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH09-XS-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-XS-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-XS-Red,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-S-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-S-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-S-Red,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-M-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-M-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-M-Red,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-L-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-L-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-L-Red,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-XL-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-XL-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09-XL-Red,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH09,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Eco Friendly","luma_gbp,luma_euro"
WH10-XS-Blue,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-XS-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-XS-Yellow,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-S-Blue,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-S-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-S-Yellow,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-M-Blue,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-M-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-M-Yellow,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-L-Blue,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-L-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-L-Yellow,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-XL-Blue,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-XL-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10-XL-Yellow,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH10,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/New Luma Yoga Collection","luma_gbp,luma_euro"
WH11-XS-Blue,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-XS-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-XS-Orange,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-S-Blue,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-S-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-S-Orange,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-M-Blue,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-M-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-M-Orange,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-L-Blue,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-L-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-L-Orange,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-XL-Blue,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-XL-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11-XL-Orange,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH11,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WH12-XS-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-XS-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-XS-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-S-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-S-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-S-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-M-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-M-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-M-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-L-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-L-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-L-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-XL-Gray,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-XL-Green,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12-XL-Purple,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WH12,"Luma Europe Catalog/Women/Tops/Hoodies & Sweatshirts,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ01-S-Blue,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WJ01-S-Red,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WJ01-S-Yellow,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WJ01-M-Blue,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WJ01-M-Red,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WJ01-M-Yellow,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WJ01-L-Blue,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WJ01-L-Red,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WJ01-L-Yellow,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WJ01,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Erin Recommends","luma_gbp,luma_euro"
WJ02-XS-Black,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-XS-Blue,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-XS-Gray,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-S-Black,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-S-Blue,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-S-Gray,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-M-Black,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-M-Blue,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-M-Gray,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-L-Black,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-L-Blue,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-L-Gray,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-XL-Black,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-XL-Blue,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02-XL-Gray,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ02,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Promotions/Women Sale","luma_gbp,luma_euro"
WJ03-XS-Blue,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-XS-Orange,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-XS-Red,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-S-Blue,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-S-Orange,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-S-Red,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-M-Blue,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-M-Orange,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-M-Red,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-L-Blue,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-L-Orange,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-L-Red,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-XL-Blue,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-XL-Orange,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03-XL-Red,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ03,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ04-XS-Orange,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-XS-Red,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-XS-White,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-S-Orange,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-S-Red,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-S-White,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-M-Orange,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-M-Red,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-M-White,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-L-Orange,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-L-Red,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-L-White,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-XL-Orange,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-XL-Red,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04-XL-White,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ04,"Luma Europe Catalog/Women/Tops/Jackets,Luma Europe Catalog/Collections/New Luma Yoga Collection,Luma Europe Catalog/Collections/Performance Fabrics","luma_gbp,luma_euro"
WJ05-XS-Brown,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ05-XS-Green,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ05-XS-Red,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ05-S-Brown,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
WJ05-S-Green,Luma Europe Catalog/Women/Tops/Jackets,"luma_gbp,luma_euro"
